row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_01_11A.mzML Peak area,20260428_CVOL_Group_01_11B.mzML Peak area,20260428_CVOL_Group_01_11C.mzML Peak area,20260428_CVOL_Group_01_11D.mzML Peak area,20260428_CVOL_Group_01_4A.mzML Peak area,20260428_CVOL_Group_01_4B.mzML Peak area,20260428_CVOL_Group_01_4C.mzML Peak area,20260428_CVOL_Group_01_4D.mzML Peak area,20260428_CVOL_Group_01_8A.mzML Peak area,20260428_CVOL_Group_01_8B.mzML Peak area,20260428_CVOL_Group_01_8C.mzML Peak area,20260428_CVOL_Group_01_8D.mzML Peak area,20260428_CVOL_Group_01_QC_01.mzML Peak area,20260428_CVOL_Group_01_QC_02.mzML Peak area,20260428_CVOL_Group_01_QC_03.mzML Peak area,20260428_CVOL_Group_01_QC_04.mzML Peak area,20260428_CVOL_Group_01_QC_05.mzML Peak area,20260428_CVOL_Group_01_QC_06.mzML Peak area,20260428_CVOL_Group_01_WT_A.mzML Peak area,20260428_CVOL_Group_01_WT_B.mzML Peak area,20260428_CVOL_Group_01_WT_C.mzML Peak area,20260428_CVOL_Group_01_WT_D.mzML Peak area,20260428_CVOL_Group_01_blank.mzML Peak area,Unnamed: 36
467,592.36134101668,2.6415095,height,,,,,,,,,,,0.0,0.0,0.0,0.0,870194.44,758680.0,734159.4,880017.6,0.0,0.0,0.0,0.0,212301.19,241945.78,0.0,249598.23,241439.27,242507.1,0.0,0.0,0.0,0.0,0.0,
468,578.3456982933369,2.6774986,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1013912.25,865458.5,960516.75,1250786.2,0.0,0.0,0.0,0.0,282683.62,296107.75,298456.8,279263.3,312136.47,282580.6,0.0,0.0,0.0,0.0,0.0,
469,272.0999781010983,2.6795943,height,,,,,,,,,,,1221700.4,1636248.1,1505278.0,972358.2,1217199.1,1066473.0,1258272.0,1054776.1,986825.8,1123796.2,789755.4,1170655.1,1110175.0,961519.5,944474.5,1009009.8,967353.4,915541.56,791812.56,979773.06,1229208.5,1348529.2,0.0,
470,259.23813275155146,2.6931703,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1747562.6,1202862.6,1737668.9,1818773.8,0.0,0.0,0.0,0.0,370034.97,336891.75,301933.56,309623.47,314410.4,370906.5,0.0,0.0,0.0,0.0,0.0,
471,273.08403980720885,2.6921391,height,,,,,,,,,,,341690.75,495483.16,560173.25,630570.3,534731.44,409840.38,623912.0,398425.75,702578.7,653639.56,400317.53,713869.75,466620.66,376900.34,416961.94,420503.78,363402.97,404418.44,0.0,0.0,0.0,326578.78,0.0,
472,159.02776163332575,2.6949923,height,,,,,,,,,,,2518990.5,3465838.8,3661079.5,3386479.0,2405765.8,2018652.2,2719089.2,2221819.0,3599557.0,3931227.8,2463357.2,3779888.2,2737513.0,2574339.5,2415742.8,2568681.5,2380676.5,2278903.8,1551658.5,1773838.1,2103520.2,2399519.8,0.0,
473,175.0016956025014,2.6944697,height,,,,,,,,,,,326635.88,490247.7,519165.3,485202.53,356783.8,307964.1,392733.38,314527.44,465760.28,528845.94,316704.75,543046.4,361132.06,367157.0,347700.38,342081.1,326569.12,359527.25,0.0,0.0,0.0,311320.44,0.0,
474,295.0660949698853,2.6941147,height,,,,,,,,,,,390371.44,704240.56,697358.3,693682.4,351341.22,293855.75,464222.6,336899.9,690512.25,791108.9,354790.5,793929.4,442128.84,394625.2,367738.12,417934.0,396908.1,339250.2,0.0,0.0,287819.7,328357.97,0.0,
475,137.04581904255457,2.6970472,height,,,,,,,,,,,55816068.0,71754904.0,73414940.0,75561200.0,71710664.0,54621548.0,70455416.0,60236816.0,73330456.0,95289460.0,56302230.0,80668350.0,56580404.0,52171896.0,52888040.0,52497904.0,53761292.0,52414748.0,31084590.0,34466196.0,40696640.0,49498684.0,0.0,
476,138.04270788824633,2.6970541,height,,,,,,,,,,,757155.1,1019128.25,1029866.7,1113604.8,1019418.5,750366.5,974720.8,908558.3,1039295.25,1355344.8,823220.06,1115866.8,777279.8,732749.0,769000.6,743889.6,744302.4,751146.56,419169.6,486780.72,578049.44,694722.4,0.0,
477,138.0488850485631,2.698066,height,,,,,,,,,,,3095935.2,4012275.8,4185435.8,4242033.0,3858626.5,2933780.2,3806036.5,3340975.0,4132108.8,5212731.5,3110829.8,4519962.0,3231920.2,2871555.8,2925543.0,2906837.5,2949205.2,2895687.0,1738820.0,1914976.6,2273360.2,2772667.5,0.0,
478,328.2229454962706,2.6985815,height,,,,,,,,,,,0.0,0.0,0.0,0.0,762917.56,583451.3,744808.2,657453.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
479,178.072319276434,2.7058184,height,,,,,,,,,,,492093.1,670594.06,633260.9,520940.94,1084187.4,837674.75,1135523.8,962193.5,550905.75,555495.3,471981.25,639562.7,591556.7,581516.2,514937.12,532932.06,516120.62,517207.0,579594.25,528065.06,574677.2,660195.2,0.0,
480,404.14259771975577,2.7134209,height,,,,,,,,,,,2000847.2,3505051.5,3452669.8,3448049.5,1814565.8,1329694.5,1737959.6,1845791.2,2034879.2,7110246.0,2710895.8,3935232.8,2286821.2,2073305.1,2009304.8,1952867.1,1840882.4,1753289.9,673156.5,813371.9,1246084.2,1663558.6,0.0,
481,436.1691648921032,2.7334292,height,,,,,,,,,,,447870.97,679793.25,796966.9,707711.6,281522.9,297895.7,308055.34,393563.9,390758.47,989920.4,506032.97,795559.44,321080.12,313982.88,368408.8,359765.12,511178.66,492034.75,250212.1,232218.2,390268.72,443275.16,0.0,
482,682.3087856244305,2.7226543,height,,,,,,,,,,,0.0,0.0,570601.1,618617.9,0.0,0.0,0.0,263765.12,317107.03,770990.2,321827.16,0.0,336717.16,266986.78,305676.28,298038.75,331180.94,311314.0,0.0,0.0,0.0,0.0,0.0,
483,268.10404174448007,2.7219152,height,,,,,,,,,,,49990530.0,76739360.0,85005880.0,69861840.0,40987644.0,33068958.0,42299650.0,43424880.0,41998404.0,156418770.0,68093360.0,87272030.0,51150180.0,50427976.0,49158480.0,46385380.0,47733370.0,47010756.0,24046164.0,24622332.0,37330290.0,42297016.0,359089.12,
484,435.1657230448156,2.7318864,height,,,,,,,,,,,2584235.5,3671649.5,4791772.0,4034407.5,1632840.0,1724662.5,1742927.4,2276214.5,2358540.0,5977716.5,3127038.0,4629424.0,1845032.5,1884345.8,2071979.5,1972486.0,2860210.0,2873593.2,1359655.4,1440764.0,2150253.8,2181287.2,0.0,
485,718.2617395559208,2.7426233,height,,,,,,,,,,,0.0,401328.44,649534.6,1658382.5,0.0,516213.88,689883.56,0.0,0.0,2007945.1,948426.56,1875837.1,616430.1,530829.25,593965.4,562167.75,474051.7,451603.84,0.0,0.0,0.0,644213.5,0.0,
486,466.1755888184088,2.747372,height,,,,,,,,,,,551952.56,698775.7,1266986.1,1719250.1,881915.75,1185154.1,1151518.0,1061976.8,1027804.5,1117033.2,802463.75,840902.3,860496.2,887337.25,851737.3,826006.94,765335.56,803486.4,589949.1,0.0,605011.56,862082.6,414127.7,
487,449.14911535717823,2.7481906,height,,,,,,,,,,,341374.06,389611.84,757178.6,939612.6,493076.34,734205.06,676924.8,626389.9,634806.94,649565.75,506666.7,494932.88,509467.56,543559.5,504867.2,477004.53,471308.72,479483.2,361557.62,0.0,332295.7,508995.75,0.0,
488,468.19142132564,2.749489,height,,,,,,,,,,,302309.78,414639.1,695073.3,2030593.8,618492.5,1593908.8,1368892.4,606217.25,530423.25,1295906.6,1019893.0,1791141.1,959704.75,969265.9,937245.7,914194.4,778948.4,800798.2,604291.2,0.0,565611.8,1460339.4,1078989.0,
489,451.1646077626002,2.7496336,height,,,,,,,,,,,3049074.2,4171737.5,6990961.5,19676966.0,6031264.5,16302050.0,13292000.0,6622814.5,5217537.0,12974097.0,10943426.0,17834292.0,8823776.0,9640487.0,8807747.0,8556404.0,8263296.5,8765110.0,6355577.0,1645810.5,5001910.0,13850066.0,10026311.0,
490,473.1466074089863,2.7521632,height,,,,,,,,,,,439475.0,572835.25,879788.2,1958395.2,600258.0,1623848.2,1389569.4,706486.6,762518.44,1386661.6,1301022.5,2008825.2,1212686.1,1220245.2,1144301.6,1153392.9,1151466.0,1105785.2,1018457.94,261589.2,758123.25,1776343.9,2267621.8,
491,496.2226696508615,2.7561944,height,,,,,,,,,,,0.0,0.0,0.0,560408.2,0.0,488973.38,288475.06,0.0,0.0,0.0,0.0,568828.8,0.0,0.0,0.0,0.0,252378.72,0.0,0.0,0.0,0.0,409828.03,0.0,
492,191.06762493823248,2.7573314,height,,,,,,,,,,,3121830.5,1258262.5,1819168.6,2141991.2,0.0,403747.53,314177.9,529729.8,1195239.5,1177908.5,1617463.8,1607796.6,1207047.6,1198452.0,1213126.2,1178882.4,1071692.6,1133322.6,666979.25,1064775.4,1739018.6,1392109.6,0.0,
493,480.3086141497329,2.7908213,height,,,,,,,,,,,4669874.0,983665.1,890024.7,2656942.5,616984.4,630424.7,795249.56,639693.7,3710013.5,4251147.5,3415942.2,1920323.9,1856981.0,2203574.8,1872219.6,2037263.8,1898808.2,1935617.2,1500135.2,2946991.0,1729003.1,2268231.8,0.0,
494,502.2916423913773,2.8000622,height,,,,,,,,,,,545091.4,0.0,0.0,280042.12,0.0,0.0,0.0,0.0,472255.38,543035.8,454324.53,229098.97,0.0,0.0,0.0,246757.38,0.0,0.0,0.0,405086.4,0.0,309520.6,0.0,
495,631.123321017508,2.8003232,height,,,,,,,,,,,746734.44,1310410.6,1321638.2,1529267.8,0.0,0.0,0.0,0.0,1875674.9,1943539.9,1544266.4,2615337.0,734959.25,946633.0,755671.25,789835.56,699228.56,671141.3,0.0,693982.06,742477.6,1062768.9,0.0,
496,202.18018204064128,2.800466,height,,,,,,,,,,,579439.8,697075.94,632038.44,795674.6,45981836.0,832629.44,1087959.8,391082.0,2973811.2,2415485.0,382490.6,545634.2,581268.4,622677.5,557958.3,582699.4,512301.47,579604.56,606923.44,396825.6,643834.56,854784.44,333234.66,
497,153.04070940470154,2.8015249,height,,,,,,,,,,,1566932.0,2301921.8,2166920.5,2714040.2,401342.0,318668.88,464397.8,390421.22,3177096.0,4126477.5,2497926.0,4147040.2,1506518.9,1567163.2,1488971.2,1374994.0,1370839.0,1381978.5,915262.2,1304135.2,1478770.8,1849928.9,0.0,
498,470.4932846023128,2.8330457,height,,,,,,,,,,,0.0,249649.66,308407.12,328356.44,0.0,0.0,0.0,0.0,292669.3,273967.06,248929.03,318215.7,0.0,0.0,0.0,0.0,0.0,275936.44,0.0,245106.55,301879.0,0.0,0.0,
499,178.07231758752758,2.771815,height,,,,,,,,,,,492012.0,626034.2,627046.06,522489.8,1055987.6,887529.4,1127296.8,980255.5,502759.28,540689.94,421959.7,513767.16,544925.6,561269.1,502797.84,545924.3,457395.53,475424.84,556208.2,540622.25,620216.3,549028.94,0.0,
500,150.09134290971127,2.8314364,height,,,,,,,,,,,0.0,0.0,0.0,0.0,541711.06,381521.53,630273.6,494796.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
501,167.1179696378975,2.8343296,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1773440.2,1354386.5,2124973.2,1595253.0,0.0,0.0,0.0,0.0,323122.56,329635.3,365028.88,379061.16,305311.12,343010.1,0.0,0.0,0.0,0.0,0.0,
502,303.12326313268176,2.7967513,height,,,,,,,,,,,1010498.9,867982.7,1047780.25,630928.25,643136.1,665208.75,570292.9,715664.44,572096.0,578925.06,387519.62,614205.44,412173.2,427884.34,429228.38,467219.97,596222.9,729367.06,830435.75,974195.75,989464.94,908352.8,0.0,
503,466.2929035466562,2.8355427,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2175914.5,2019362.8,2524135.5,1841420.6,0.0,0.0,0.0,0.0,603647.2,550552.3,581100.44,576282.6,553755.56,557797.25,0.0,0.0,0.0,0.0,0.0,
504,454.2931317572141,2.8321388,height,,,,,,,,,,,673808.6,0.0,0.0,426084.25,466214.66,303164.94,523986.56,376229.1,473459.03,937837.56,596063.94,305721.38,366354.8,346359.6,360267.84,426007.1,318371.0,366753.28,0.0,424961.0,314866.53,357723.62,0.0,
505,182.067275655428,2.8303766,height,,,,,,,,,,,0.0,0.0,364612.75,281743.97,0.0,0.0,0.0,0.0,349444.6,387841.25,358942.34,841850.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
506,442.4618690750592,2.8398533,height,,,,,,,,,,,370428.94,417120.94,0.0,559746.25,0.0,0.0,0.0,0.0,485072.75,616661.6,476236.12,547467.7,257898.58,302420.47,325260.78,352641.56,339261.78,447423.12,419256.97,408750.1,506011.44,382058.94,0.0,
507,341.27986251316827,2.8643322,height,,,,,,,,,,,0.0,0.0,0.0,0.0,379854.8,343135.03,408648.94,465107.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
508,453.2805399616744,2.87536,height,,,,,,,,,,,0.0,0.0,0.0,0.0,4734481.5,3570900.5,4600936.0,4149783.5,0.0,0.0,0.0,0.0,1076741.9,1238197.2,1108519.1,1076177.5,1036567.4,1117326.1,0.0,0.0,0.0,0.0,0.0,
509,196.08293967991503,2.872634,height,,,,,,,,,,,843571.56,1153119.0,1057506.6,888999.94,1899567.8,1462313.2,1959798.5,1585128.5,922622.94,939012.06,820368.3,966596.25,951363.44,946433.1,991757.44,898676.0,898983.1,823102.5,1012280.2,976143.3,1034891.56,1066643.9,0.0,
510,311.2578363551953,2.87536,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1156512.5,950960.06,1194066.8,1089706.1,0.0,0.0,0.0,0.0,275419.8,326755.56,312845.44,259966.97,265119.78,294215.94,0.0,0.0,0.0,0.0,0.0,
511,482.32435829820287,2.872995,height,,,,,,,,,,,0.0,0.0,0.0,0.0,651806.6,579548.94,761989.5,658086.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
512,474.2592239525091,2.8731349,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1590904.8,1369736.9,1582857.4,1483244.1,0.0,0.0,0.0,0.0,642585.44,673631.4,640968.3,641713.1,597140.25,600864.7,0.0,0.0,0.0,0.0,0.0,
513,452.27730105532754,2.8750875,height,,,,,,,,,,,233453.11,0.0,0.0,0.0,19347042.0,15202560.0,19270396.0,17221080.0,0.0,220845.72,0.0,0.0,4533482.0,4951286.5,4789180.5,4391360.5,4094108.2,4632657.0,0.0,0.0,0.0,0.0,0.0,
514,275.1101437371942,2.8846622,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350704.44,
515,480.3085786148188,2.9042928,height,,,,,,,,,,,1965244.2,855342.9,990825.6,1148694.9,705096.56,508683.25,781014.94,663618.6,1456296.1,1204739.6,1234252.1,771102.44,785728.94,745446.0,837286.3,775855.75,815959.06,819743.5,1139174.0,1200324.1,1149784.8,1001832.4,0.0,
516,225.19610523270367,2.9081438,height,,,,,,,,,,,0.0,0.0,0.0,0.0,582583.7,447733.8,429457.62,440101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
517,149.0709280455514,2.9470384,height,,,,,,,,,,,436168.97,574977.44,548000.1,475708.72,360695.34,410372.47,492905.53,376657.06,400885.38,1199147.2,416232.1,753204.44,477175.94,454908.8,451303.94,505790.44,428350.38,432215.88,302995.56,384291.66,438309.28,392374.53,0.0,
518,229.15464737117995,2.9517019,height,,,,,,,,,,,0.0,0.0,0.0,0.0,845263.5,640401.1,996149.44,671457.44,0.0,317311.25,0.0,0.0,291962.47,302578.5,281861.1,271080.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
519,454.2929524466169,2.9532733,height,,,,,,,,,,,0.0,0.0,0.0,0.0,5703561.5,4754533.5,6866885.5,6153971.0,0.0,0.0,0.0,0.0,1418405.1,1494216.8,1361939.9,1480922.2,1400971.2,1372676.8,0.0,0.0,0.0,0.0,0.0,
520,493.2926163567344,2.951479,height,,,,,,,,,,,342651.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250501.38,491582.4,333767.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282353.84,0.0,0.0,0.0,
521,474.2851674356411,2.9536865,height,,,,,,,,,,,684221.25,374960.9,799728.1,1016068.0,591390.4,784283.56,436766.8,858402.06,986696.4,406203.25,632264.75,0.0,862616.3,959266.1,785822.44,900498.6,881809.3,859985.5,1112361.2,554004.7,871613.5,915107.2,589318.5,
522,476.2750518618837,2.9563885,height,,,,,,,,,,,0.0,0.0,0.0,0.0,562099.9,474324.06,655607.75,565492.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
523,511.3033991141809,2.9583962,height,,,,,,,,,,,692384.56,0.0,0.0,518620.12,0.0,0.0,0.0,0.0,562921.0,1142989.0,708422.94,463091.47,455638.0,458475.38,386393.62,406543.66,434991.9,415492.25,274410.22,628183.1,398811.53,503587.88,0.0,
524,339.28933399516484,2.9570565,height,,,,,,,,,,,1277112.9,489047.84,341819.78,1039471.3,0.0,0.0,0.0,0.0,1151186.6,2235040.8,1525999.8,921102.5,896825.7,846568.5,840965.2,915369.4,788191.8,773797.44,528756.75,1241430.4,786965.8,1050128.1,0.0,
525,722.5275826558533,2.9572785,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440189.28,
526,146.1175333791476,2.9256108,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1433780.0,0.0,0.0,0.0,492830.06,868643.4,270825.44,271702.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
527,533.2853757506523,2.9564292,height,,,,,,,,,,,454365.5,0.0,0.0,374029.4,0.0,0.0,0.0,0.0,398037.06,763140.0,473221.6,327976.0,0.0,321054.2,0.0,275267.06,0.0,0.0,0.0,454193.94,295217.03,325394.03,0.0,
528,167.09282990681598,2.9916062,height,,,,,,,,,,,973702.75,897094.75,1007841.5,876778.06,1104649.8,855284.9,1097688.9,850561.2,565908.44,1524940.6,859892.6,1192359.0,653866.7,684783.9,720313.75,667941.44,530607.94,516333.2,632519.5,724290.1,692039.7,1001158.1,0.0,
529,313.273539057134,3.0005496,height,,,,,,,,,,,334465.28,0.0,0.0,283975.16,0.0,0.0,0.0,0.0,272390.38,887192.3,397393.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319895.88,0.0,325338.66,0.0,
530,505.1792756610688,3.0061564,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2806192.2,1154790.9,2472492.5,2284177.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
531,527.161287826337,3.0061564,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2153403.2,1129490.5,1906022.1,2014055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
532,138.0489913718626,3.0074534,height,,,,,,,,,,,310469.25,475044.12,450611.12,509933.28,1995855.9,1430511.1,1842706.2,1780994.8,513811.8,529939.0,0.0,367764.25,580581.3,598894.2,545710.94,561183.56,567325.25,582333.2,0.0,0.0,0.0,282929.1,0.0,
533,137.04580030705554,3.0077279,height,,,,,,,,,,,5595633.0,7655256.5,8297383.5,9218681.0,36785584.0,24762698.0,33979212.0,31725300.0,8883691.0,9941548.0,3245848.8,6515717.0,10166884.0,10522234.0,10211464.0,9863664.0,9669218.0,9898582.0,1393880.1,2426425.0,2899895.0,4555266.5,0.0,
534,253.09312215172804,3.0108266,height,,,,,,,,,,,0.0,0.0,251714.55,291532.2,1543455.6,966907.7,1417931.9,1305736.2,0.0,260136.61,0.0,0.0,367017.5,324059.84,354147.7,315630.0,306121.47,339950.8,0.0,0.0,0.0,0.0,0.0,
535,138.04274460508174,3.0128262,height,,,,,,,,,,,0.0,0.0,0.0,0.0,487806.1,370872.38,484317.12,431141.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
536,291.04894222275453,3.0116744,height,,,,,,,,,,,264769.2,339550.44,392076.16,456054.6,1531997.5,1187720.2,1476558.6,1396241.2,404961.84,466299.34,0.0,294883.0,576799.4,618180.4,578607.2,543460.0,529372.7,554384.4,0.0,0.0,0.0,0.0,0.0,
537,275.07504327413983,3.0099168,height,,,,,,,,,,,766552.94,1149634.4,1249032.9,1421454.4,3841350.2,3106842.5,3709141.0,3629381.0,1308577.2,1271345.6,442690.9,897768.25,1728148.6,1705713.0,1660741.6,1633123.9,1501233.8,1542586.2,0.0,321589.53,407467.0,698344.3,0.0,
538,157.09724123914765,3.0175738,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014684.06,
539,465.2613366955312,3.031273,height,,,,,,,,,,,0.0,0.0,0.0,0.0,675538.25,487724.84,719897.2,562097.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
540,483.27196136695727,3.031273,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1209928.4,849471.2,1332227.9,1006785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
541,311.25791109960585,3.0341265,height,,,,,,,,,,,0.0,0.0,0.0,0.0,3140992.5,2307304.5,3169685.2,2516469.8,0.0,0.0,0.0,0.0,641947.75,584175.1,642378.2,560592.7,597352.6,649224.3,0.0,0.0,0.0,0.0,0.0,
542,164.0566804810801,3.037851,height,,,,,,,,,,,7121061.0,6188250.5,5230265.0,6078864.0,1729577.1,1686640.9,1278732.8,1702858.0,2651988.2,6580243.0,4998295.0,6084328.5,3724504.5,3622287.8,3708290.2,3464428.5,3222561.5,3422750.0,5028909.0,5566761.0,4881075.5,5348323.5,0.0,
543,186.03865888129368,3.0399745,height,,,,,,,,,,,1020677.25,1004107.5,836466.0,952785.8,0.0,0.0,0.0,0.0,443034.7,974793.2,801110.3,965679.56,569410.94,563152.1,548697.2,538770.8,480359.4,514603.8,869136.06,938681.6,856421.2,824707.06,0.0,
544,481.1681309950725,3.0419319,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421287.97,
545,505.2538176122048,3.0400867,height,,,,,,,,,,,0.0,0.0,0.0,0.0,611275.2,558084.25,703328.2,560104.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
546,283.2824458714231,3.0289614,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259497.05,0.0,0.0,0.0,279172.03,305156.78,300406.28,284023.12,284194.12,317632.66,0.0,351225.2,276722.7,0.0,274176.47,
547,257.11312153436563,3.0871449,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577848.25,0.0,362330.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
548,166.07240896496455,3.0882156,height,,,,,,,,,,,357410.0,553795.6,517787.44,471022.6,877117.06,666900.7,889708.25,823042.2,398059.03,561268.06,466564.5,583419.2,458063.94,499854.2,469472.4,456836.22,348492.5,392431.2,336040.0,458841.75,441992.7,454347.22,0.0,
549,231.17029124627783,3.128145,height,,,,,,,,,,,0.0,0.0,0.0,0.0,412025.34,333306.3,396888.72,292450.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
550,495.2702652611038,3.1720757,height,,,,,,,,,,,0.0,0.0,0.0,0.0,301950.56,311705.3,245203.66,432937.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
551,310.22231712030634,3.1639414,height,,,,,,,,,,,3165235.0,2527233.8,4822703.5,5715508.0,5141357.5,5095708.0,5115187.0,6538127.5,4753154.0,4409170.5,3242172.2,3264958.0,2874057.8,3164052.2,2815779.5,2979230.2,2929959.2,2628262.0,4635702.5,1765556.8,3084954.2,5356743.5,1747677.1,
552,227.18662084507935,3.1843731,height,,,,,,,,,,,454323.34,0.0,273983.66,391721.7,0.0,0.0,0.0,0.0,0.0,0.0,343298.06,329597.7,0.0,0.0,0.0,0.0,0.0,0.0,261866.94,0.0,0.0,308876.22,0.0,
553,238.19136106059824,3.1887834,height,,,,,,,,,,,0.0,0.0,0.0,0.0,481762.66,266334.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
554,236.0777972143515,3.1864445,height,,,,,,,,,,,312122.0,331711.2,339558.28,278568.78,541453.2,410987.97,540140.25,481768.06,322998.47,254782.1,0.0,269072.1,0.0,314638.44,331681.1,264648.1,0.0,253557.92,300509.12,316329.97,337394.56,300316.72,0.0,
555,387.3218520412043,3.1992412,height,,,,,,,,,,,0.0,0.0,0.0,0.0,698789.94,699219.7,1001380.06,723402.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
556,477.2596694976394,3.2065578,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1017625.1,743393.2,884019.0,1004410.8,0.0,0.0,0.0,0.0,210755.06,280355.62,269556.94,0.0,242904.61,235182.1,0.0,0.0,0.0,0.0,0.0,
557,269.23359403324514,3.2179482,height,,,,,,,,,,,0.0,0.0,0.0,0.0,504730.8,305052.47,410917.12,367102.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
558,196.0829573831334,3.2464046,height,,,,,,,,,,,0.0,288023.84,305679.12,0.0,0.0,0.0,252614.12,0.0,270232.03,291173.62,0.0,681888.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
559,200.1029997754377,3.2909153,height,,,,,,,,,,,0.0,0.0,0.0,0.0,497315.88,583697.1,472012.6,462497.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
560,495.2702871588985,3.30273,height,,,,,,,,,,,0.0,0.0,0.0,0.0,394992.5,354941.44,329801.4,456437.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
561,189.08698513857476,3.3166454,height,,,,,,,,,,,325964.8,330552.84,281830.44,0.0,0.0,0.0,0.0,228686.86,461145.47,572447.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286872.7,299913.66,329725.62,427566.12,0.0,
