row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_01_11A.mzML Peak area,20260424_CVOL_Group_01_11B.mzML Peak area,20260424_CVOL_Group_01_11C.mzML Peak area,20260424_CVOL_Group_01_11D.mzML Peak area,20260424_CVOL_Group_01_4A.mzML Peak area,20260424_CVOL_Group_01_4B.mzML Peak area,20260424_CVOL_Group_01_4C.mzML Peak area,20260424_CVOL_Group_01_4D.mzML Peak area,20260424_CVOL_Group_01_8A.mzML Peak area,20260424_CVOL_Group_01_8B.mzML Peak area,20260424_CVOL_Group_01_8C.mzML Peak area,20260424_CVOL_Group_01_8D.mzML Peak area,20260424_CVOL_Group_01_QC_01.mzML Peak area,20260424_CVOL_Group_01_QC_02.mzML Peak area,20260424_CVOL_Group_01_QC_03.mzML Peak area,20260424_CVOL_Group_01_QC_04.mzML Peak area,20260424_CVOL_Group_01_QC_05.mzML Peak area,20260424_CVOL_Group_01_QC_06.mzML Peak area,20260424_CVOL_Group_01_WT_A.mzML Peak area,20260424_CVOL_Group_01_WT_B.mzML Peak area,20260424_CVOL_Group_01_WT_C.mzML Peak area,20260424_CVOL_Group_01_WT_D.mzML Peak area,20260424_CVOL_Group_01_blank.mzML Peak area,20260424_CVOL_bk_mapp_01.mzML Peak area,Unnamed: 37
562,332.21948751461485,6.2558866,height,,,,,,,,,,,0.0,0.0,0.0,168987.9,209578.19,144781.78,0.0,148230.92,0.0,0.0,298787.97,0.0,0.0,0.0,0.0,0.0,163484.64,203479.98,0.0,259001.66,0.0,156378.69,0.0,0.0,
563,165.1274368199049,6.312107,height,,,,,,,,,,,456658.03,456128.66,467780.0,484250.2,442761.9,460252.6,467556.7,486889.34,450259.75,518363.4,452074.62,499696.97,490658.22,462828.12,507307.12,524522.6,470144.56,477415.94,479770.5,480072.75,515055.16,464695.72,473129.66,473918.72,
564,290.209013184855,6.3370147,height,,,,,,,,,,,258066.53,0.0,140150.7,383511.06,417555.0,291265.06,0.0,350004.62,0.0,0.0,611052.7,0.0,292070.25,223041.36,211604.89,230759.53,343775.94,401296.84,207941.6,454182.03,123886.59,242208.45,0.0,0.0,
565,268.22711146956004,6.3365884,height,,,,,,,,,,,435976.75,141136.31,234813.25,638986.44,666438.0,508933.6,242648.47,585432.25,161283.33,164648.95,1081236.8,0.0,477360.38,360689.2,411894.28,398904.53,604634.9,715397.7,375430.9,802182.06,218980.08,460101.97,0.0,0.0,
566,336.2507648207029,6.3579316,height,,,,,,,,,,,215131.12,0.0,0.0,232703.98,345478.6,205078.14,0.0,254458.08,0.0,0.0,567858.06,0.0,200987.1,173573.45,182329.48,170579.36,291256.4,387134.4,161259.4,338462.16,0.0,230901.34,0.0,0.0,
567,314.26882273097965,6.3626904,height,,,,,,,,,,,174484.67,0.0,0.0,175935.2,253883.73,184535.73,0.0,189708.4,0.0,0.0,469091.9,0.0,167451.83,160585.61,150572.95,160059.34,217642.11,292458.5,125720.4,273712.94,0.0,200810.67,0.0,0.0,
568,296.2583688768961,6.3632283,height,,,,,,,,,,,219987.53,0.0,0.0,257381.72,363743.03,266730.56,0.0,260786.64,0.0,0.0,655970.8,0.0,238367.33,205554.77,240155.62,214140.9,325273.78,427182.72,164792.31,376056.1,0.0,291492.72,0.0,0.0,
569,437.1935364375627,6.3701577,height,,,,,,,,,,,103534.3,0.0,283410.0,242837.72,131075.73,139185.28,0.0,231871.39,200496.92,0.0,0.0,0.0,150326.45,130989.58,149770.33,124901.945,193456.05,247252.27,129984.58,178683.03,201303.0,114281.23,0.0,0.0,
570,415.2115227340845,6.3734756,height,,,,,,,,,,,144922.98,0.0,389001.8,344799.94,167146.77,214302.45,140469.77,294307.38,264949.94,145137.2,182650.81,0.0,242783.97,193982.16,213610.05,194022.89,261661.03,343282.72,203598.22,238338.88,260343.1,166084.28,0.0,0.0,
571,460.2694316161412,6.372672,height,,,,,,,,,,,214513.27,140186.05,509003.03,445116.47,246570.39,248565.39,160593.42,412970.53,376016.22,172862.8,215530.55,0.0,244333.78,207557.1,230185.9,204313.42,360318.12,475475.47,255977.44,327917.88,363207.56,202637.4,0.0,0.0,
572,387.32181322693816,6.3749723,height,,,,,,,,,,,0.0,0.0,0.0,0.0,441670.56,488003.03,345474.06,498114.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117776.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
573,205.1587816481748,6.428732,height,,,,,,,,,,,253372.42,543462.75,568962.7,639823.75,251525.73,264449.34,601091.5,604937.06,583575.44,539433.9,613666.25,282467.34,540188.44,509222.2,282568.97,580659.6,604380.06,574543.94,577340.7,550997.3,600636.2,271792.9,629159.25,293036.25,
574,313.1333116321083,6.3895116,height,,,,,,,,,,,301612.88,313720.28,345249.22,316608.12,342471.62,358195.6,365620.03,387292.28,298616.8,364465.84,387189.2,336992.16,455835.44,429175.72,423232.12,432351.22,418567.75,332213.88,338238.72,353755.16,360789.47,369790.72,382102.9,446747.34,
575,295.19037068996266,6.391417,height,,,,,,,,,,,476379.3,464099.72,521617.3,468983.56,490648.16,501582.22,502265.78,497419.62,462887.97,515108.9,489578.56,507628.28,497710.62,545248.75,518538.12,551298.0,505616.0,459651.72,495114.44,500829.16,509518.66,502951.28,534980.56,656263.94,
576,298.27399579993704,6.402541,height,,,,,,,,,,,347286.84,0.0,176917.34,323343.12,566831.25,305124.47,158286.12,376180.06,0.0,165281.31,824252.9,0.0,351460.1,240644.28,268715.06,310123.97,448951.88,468232.4,275448.6,578150.5,189755.39,355327.2,128276.93,0.0,
577,316.2845335973712,6.4034486,height,,,,,,,,,,,269161.97,0.0,0.0,288609.7,460061.78,306356.5,158479.38,307075.84,0.0,0.0,671504.2,0.0,303021.56,204142.67,204391.72,280720.88,357833.56,416864.34,200535.34,488781.0,158299.06,347171.38,0.0,0.0,
578,355.29549805436665,6.418195,height,,,,,,,,,,,365609.75,0.0,0.0,472682.75,674166.6,390823.53,0.0,451429.4,0.0,0.0,1071462.2,0.0,292171.44,266048.53,324452.06,299150.62,537752.6,734954.75,271713.47,615568.94,0.0,418434.94,0.0,0.0,
579,310.2375608671963,6.4200974,height,,,,,,,,,,,217258.86,0.0,0.0,262344.88,260971.53,210812.0,0.0,255256.7,0.0,0.0,417498.8,0.0,212832.84,154754.52,199483.42,0.0,264454.97,357679.78,136764.45,372205.84,0.0,209143.16,0.0,0.0,
580,292.22704467898484,6.4174333,height,,,,,,,,,,,895818.25,211373.36,372193.47,1259563.5,1885929.6,986152.3,380577.47,995916.2,270379.1,291611.28,3003041.5,188491.19,974029.56,771219.6,901863.44,886915.06,1184871.1,1782053.0,655786.7,1508899.1,324619.53,1167887.9,261602.19,0.0,
581,332.21950792799765,6.418396,height,,,,,,,,,,,843016.1,206391.47,385127.22,1231722.8,1856252.9,965729.5,383734.12,1030941.2,299929.66,266928.56,2883376.5,169063.38,832079.44,663823.7,809264.56,837395.25,1175535.1,1804067.0,633156.0,1463987.6,293612.06,1121012.5,223475.11,0.0,
582,432.25122691838015,6.4199104,height,,,,,,,,,,,0.0,0.0,557969.5,1030492.7,249207.42,566733.56,326911.47,0.0,377265.0,372511.47,596300.2,649529.6,467065.22,389167.2,425830.75,454169.5,744645.2,1110908.8,429933.62,455478.22,459242.53,575814.2,261154.6,0.0,
583,387.1932306998695,6.4217615,height,,,,,,,,,,,605604.4,386982.28,1367461.5,2493471.0,598136.25,1292813.9,1014511.44,1103482.0,875826.1,946983.7,1403384.1,1511040.0,1569053.5,1193039.0,1219279.2,1134704.5,1654650.6,2189180.8,1061629.1,1055077.5,1235444.9,1144750.9,830667.25,0.0,
584,167.0703061367253,6.4421043,height,,,,,,,,,,,486723.22,489328.12,482006.34,489972.06,502125.78,431060.7,489888.62,469469.34,504700.84,446777.62,488151.03,471190.44,483491.66,467327.22,504710.28,525275.7,524677.7,555428.56,504235.78,471757.78,454150.2,447892.03,526430.0,477374.72,
585,205.15879050474925,6.4462075,height,,,,,,,,,,,551675.4,552162.5,511545.1,534263.6,544846.25,477936.78,550579.0,523503.47,504491.0,497942.3,555409.44,530314.7,506132.03,483105.6,509763.28,549463.06,532032.44,533963.25,523080.56,497205.6,522664.66,495801.16,565385.25,569455.94,
586,143.95903174422776,6.4775596,height,,,,,,,,,,,509363.56,555305.7,523059.7,480340.4,553103.8,0.0,586135.4,551769.2,493094.16,559013.2,574573.1,481925.38,598372.94,672214.06,611848.56,569331.0,540179.5,641654.56,540035.3,562612.4,520426.94,562009.3,623855.0,450854.72,
587,459.2575690529686,6.475516,height,,,,,,,,,,,889246.7,626964.6,1106640.1,1088622.2,961867.56,1094417.9,711752.0,1191590.6,1204206.4,1087410.4,782348.0,565493.2,861802.25,683253.94,844369.44,864501.6,777992.06,1339127.4,840017.0,1248797.9,1217369.9,652801.4,359960.9,0.0,
588,295.11766573202925,6.474141,height,,,,,,,,,,,828238.56,634040.94,1291007.1,1379150.8,1058141.1,1119559.8,817915.6,1224670.8,1444639.2,1014394.1,953132.6,646917.4,1038185.4,896939.1,1058619.5,1022550.25,1039119.8,1560751.9,1066909.0,1138037.6,1412115.4,663639.1,421441.6,0.0,
589,397.2009896033376,6.4746227,height,,,,,,,,,,,1126286.0,802477.3,1588429.0,1823641.1,1321342.0,1460586.4,996831.06,1573448.6,1803747.4,1366982.4,1185398.5,815061.6,1284264.2,1162370.2,1262497.5,1290093.2,1393140.4,1957094.6,1304816.8,1545195.6,1667959.4,882641.1,496661.34,0.0,
590,446.2537158790248,6.4746184,height,,,,,,,,,,,4446816.0,3563293.2,5023126.5,4575741.5,4914609.0,4567128.0,4457678.0,5059359.0,5549238.5,5818052.0,4507553.5,3278843.8,5061201.5,4995682.0,5336279.5,5297561.5,3885088.8,5080580.5,4652836.0,5503976.0,6586888.0,3905266.8,2696368.8,0.0,
591,458.2541352057289,6.4746227,height,,,,,,,,,,,2805730.8,1852645.5,3770715.5,3964765.5,3133242.8,3204192.2,2303920.5,3645286.5,3849177.2,3110753.0,2562112.8,1665562.0,2783120.2,2510060.5,2805348.0,3123970.8,2855522.5,4690505.0,2655105.2,3730720.2,4141985.5,2015071.5,983478.7,0.0,
592,155.00282149560272,6.476029,height,,,,,,,,,,,667547.56,554055.56,686670.1,591108.3,769845.8,739657.75,745413.56,564008.6,670816.94,599154.75,615056.7,528250.25,847262.3,761469.06,741772.75,834546.4,610230.5,644788.5,690139.94,611735.4,733798.8,640822.06,584826.7,0.0,
593,462.2483925255929,6.4760194,height,,,,,,,,,,,560336.25,520840.16,756269.9,665169.75,724512.5,594798.4,650505.8,704925.44,777537.25,816165.7,650803.2,572875.2,719405.44,683435.94,833280.06,793162.2,592538.8,694951.7,695090.75,702657.2,913822.94,499060.8,585866.5,0.0,
594,514.1287168346863,6.475101,height,,,,,,,,,,,1444535.6,1085994.0,2223316.5,2473115.2,1973319.0,2199604.5,1546694.1,2267336.5,2371272.2,1768357.0,1801551.5,971387.75,1931194.0,1618861.6,1860774.9,1949290.1,1890533.8,2755830.5,1802947.9,2106520.0,2297761.5,1193944.8,658468.8,0.0,
595,281.1383693313498,6.475101,height,,,,,,,,,,,3540626.2,2719861.0,5213812.0,5627888.0,4331883.5,4886450.5,3594028.0,5406763.5,5711472.5,4302189.5,3896988.2,2318592.5,4406143.5,3708718.2,4074997.0,4265194.0,4359259.0,6446314.5,4228017.0,4745934.0,5646867.5,2964628.5,1497044.4,0.0,
596,437.1931559693761,6.475098,height,,,,,,,,,,,30306046.0,25921068.0,33128228.0,31480720.0,32370498.0,33284958.0,29917744.0,34903344.0,36942664.0,33043378.0,30045776.0,24224374.0,32680292.0,28764796.0,33507760.0,32629252.0,30694210.0,39260830.0,30722760.0,34453176.0,38346030.0,24304698.0,16329271.0,0.0,
597,415.21186595855625,6.475101,height,,,,,,,,,,,115603976.0,86982776.0,175274960.0,182359020.0,142523840.0,155161070.0,115201640.0,170246500.0,182984690.0,138970910.0,130060664.0,73735690.0,143019820.0,120140104.0,136061710.0,137090510.0,143502740.0,213306780.0,136364560.0,156276900.0,182133820.0,95923340.0,50387716.0,0.0,
598,453.1676406788233,6.475098,height,,,,,,,,,,,8671422.0,7244713.0,9325791.0,8320079.0,8567864.0,8872646.0,7878982.5,9508531.0,10320463.0,8871823.0,7828141.5,7193349.0,8346375.5,7392017.5,8510719.0,8591690.0,8107534.0,11280501.0,8371908.0,9567655.0,10670587.0,6703931.5,4390732.5,0.0,
599,460.2693369058903,6.475098,height,,,,,,,,,,,75883560.0,59762970.0,83390640.0,72469870.0,69255096.0,71704150.0,63252836.0,83251470.0,90189816.0,74931880.0,64699676.0,61136350.0,65874300.0,60863376.0,67189464.0,68537330.0,69297950.0,104799140.0,72575840.0,85815170.0,90466296.0,54780940.0,33399006.0,0.0,
600,502.27994664277793,6.475098,height,,,,,,,,,,,1438635.4,1257503.2,1593893.5,1498062.1,1547142.4,1519880.0,1421589.6,1642354.5,1619091.4,1586449.6,1363364.2,1107277.1,1735300.1,1411133.1,1637830.8,1574643.0,1399136.9,1979335.9,1570392.1,1448238.4,1812419.5,1127556.4,839778.06,0.0,
601,476.2641795452677,6.475064,height,,,,,,,,,,,1074579.5,886732.44,1075223.5,944857.25,984896.4,1013057.9,827802.2,1190308.4,1205044.8,1038658.75,872266.06,853149.9,866556.2,741215.5,949778.44,985862.06,994143.7,1434922.5,1091842.5,1180146.2,1232664.9,870895.8,513275.84,0.0,
602,135.08048270527723,6.475101,height,,,,,,,,,,,1415866.8,1118176.0,2105456.5,2300007.5,1768144.1,1829026.1,1433191.0,2128830.0,2210119.5,1672344.4,1566242.4,916879.2,1715076.0,1503640.6,1779640.5,1682129.9,1792008.2,2738071.2,1750682.6,1935542.2,2219813.8,1171935.4,732132.6,0.0,
603,846.442765851628,6.475101,height,,,,,,,,,,,3285582.8,1730142.0,7917494.5,9983151.0,4780721.0,6062189.5,3239803.0,6702503.0,7341792.5,4110224.5,4006709.8,1215330.9,5304659.5,3586634.5,3955672.0,4283616.0,5595947.5,9391476.0,4158500.8,5422146.0,7370737.0,2932551.2,864308.94,0.0,
604,432.2383782278088,6.475577,height,,,,,,,,,,,57463710.0,43023190.0,84485180.0,86293420.0,72452264.0,73596250.0,55723490.0,85602490.0,87585960.0,68591280.0,60535220.0,37363564.0,71066870.0,62515080.0,68108616.0,67678856.0,71350456.0,104699140.0,66617000.0,75559230.0,91691464.0,46782740.0,25512330.0,0.0,
605,867.3718162381239,6.4748735,height,,,,,,,,,,,1261083.4,431738.5,2749368.0,2351926.2,1331355.4,1601063.2,852440.3,2425511.2,2207515.5,1318412.2,1427821.6,453102.22,1134298.9,1086039.4,1055587.9,1184070.4,1576343.2,2969418.0,1542911.6,1788548.8,2141854.0,783093.94,0.0,0.0,
606,851.3980549416357,6.475101,height,,,,,,,,,,,4041026.0,1746982.8,8491021.0,9859741.0,5114919.0,6529187.0,3089609.0,7354510.0,8134502.0,5119545.0,4116667.2,1376527.9,4857967.0,3117762.2,3839544.8,4140516.2,6071943.0,10266261.0,4458565.0,6380128.5,8157959.0,3241754.5,646374.9,0.0,
607,483.2490510233324,6.475577,height,,,,,,,,,,,1326338.4,1073613.8,1533012.4,1529611.1,1574810.1,1582760.0,1322267.8,1728395.0,1717919.2,1546082.1,1350508.4,984017.3,1641840.5,1410038.4,1504540.4,1586343.2,1385383.5,1912693.1,1485396.0,1617233.4,1920222.8,1070277.8,762452.9,0.0,
608,268.2271204913493,6.4866247,height,,,,,,,,,,,550605.3,214901.94,420962.6,716586.6,903661.25,604937.5,333446.12,750881.5,266527.12,243291.1,1098122.2,0.0,557733.2,468626.88,590238.1,524031.88,742699.2,951130.8,491778.72,1067080.2,289519.47,497573.53,0.0,0.0,
609,231.13554591542228,6.492123,height,,,,,,,,,,,0.0,181807.22,0.0,0.0,0.0,0.0,144235.2,0.0,0.0,0.0,0.0,197388.39,123531.266,0.0,0.0,0.0,0.0,0.0,126214.17,0.0,0.0,0.0,225617.69,315344.9,
610,294.2427306034881,6.5301886,height,,,,,,,,,,,1389135.6,284937.2,494720.34,1284619.2,1044096.56,1012518.44,494674.8,1150594.1,517391.7,468084.28,1882358.2,294682.56,908880.75,810829.25,843188.9,951289.25,1337291.5,1611099.9,654220.0,1901400.1,587850.06,1002888.56,527768.7,0.0,
611,334.23510911449307,6.531458,height,,,,,,,,,,,687201.7,0.0,262430.56,625858.44,498175.3,505121.9,229557.36,602228.06,253984.28,215959.9,845188.2,167114.16,451062.7,420710.88,406830.6,448915.1,656755.8,921335.56,334914.88,985690.0,268773.72,482714.9,228833.61,0.0,
612,302.3052769383388,6.528524,height,,,,,,,,,,,196833.38,0.0,149871.14,169324.38,148146.48,160480.47,186865.55,188296.1,160468.27,206196.95,0.0,526737.8,177941.4,0.0,143850.4,0.0,150098.9,215164.47,125823.41,157588.12,0.0,0.0,391339.03,2587489.8,
613,303.30865933066343,6.5318184,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488481.75,
614,432.2383110114873,6.494963,height,,,,,,,,,,,60865100.0,46815692.0,1012313.1,1020244.5,68482740.0,90235240.0,58241464.0,99347200.0,888372.6,495394.12,69202664.0,43102216.0,593708.0,71264470.0,534816.25,68611864.0,71344504.0,109150120.0,632939.75,89212940.0,101941600.0,49155268.0,30494892.0,0.0,
615,460.26933714549256,6.480669,height,,,,,,,,,,,78465096.0,63946492.0,91937700.0,73810504.0,70230664.0,85283784.0,63979200.0,92850504.0,90986080.0,79162696.0,68735790.0,68089950.0,68833210.0,65430676.0,1719651.9,65872420.0,71273624.0,107655900.0,86165150.0,100387960.0,93610250.0,52764428.0,38497416.0,0.0,
616,253.1410326243471,6.548588,height,,,,,,,,,,,239525.02,251546.6,250767.42,239347.64,249737.44,251371.5,246308.75,238789.97,250822.73,240933.1,260092.78,257575.6,269326.75,229963.0,267837.9,225509.08,254579.73,216893.98,236692.7,257057.11,233811.1,244854.44,281320.38,269791.12,
617,160.18085172896394,6.547663,height,,,,,,,,,,,460015.97,422643.5,460473.8,461490.66,0.0,0.0,0.0,0.0,425200.88,411863.47,329573.97,514278.28,248086.11,296478.44,332604.25,338793.44,427086.1,441372.28,362416.16,493141.1,439617.97,343790.62,0.0,0.0,
618,332.2194483754919,6.560823,height,,,,,,,,,,,317841.0,0.0,219670.53,428171.84,561098.25,343447.3,153849.34,386546.16,145614.94,174105.22,889585.75,0.0,348968.47,263920.44,278007.5,336720.28,400126.34,551875.0,262454.38,599259.4,219845.73,345587.62,145676.72,0.0,
619,310.237506173614,6.5583463,height,,,,,,,,,,,479630.88,151936.83,281617.2,761407.3,1238165.0,636071.2,236713.17,661047.7,185025.42,230550.81,2067346.4,131488.19,645285.0,539841.06,556705.8,601539.2,727553.7,953595.2,433230.62,1010664.3,262568.0,702085.5,153570.67,0.0,
620,453.167454087942,6.569962,height,,,,,,,,,,,193406.2,0.0,500708.94,405213.1,252727.53,313927.94,161016.81,406539.9,339470.72,178491.52,0.0,0.0,203646.03,183831.19,240698.97,241931.42,317748.8,401810.72,7602710.5,286797.47,326956.84,0.0,0.0,0.0,
621,417.344897723817,6.591238,height,,,,,,,,,,,285758.44,275771.56,267838.47,278041.5,288003.7,289712.22,295632.47,315197.75,312902.47,290362.2,275966.6,283098.6,290488.34,287491.6,325610.16,322295.12,324322.72,264490.6,272436.97,253014.64,296431.22,275055.4,297220.6,305165.1,
622,437.1934632922845,6.593208,height,,,,,,,,,,,776532.0,425462.06,1857753.0,1732500.5,999831.5,960739.5,713465.44,1792630.8,1416974.8,766765.44,883386.5,257888.56,1081592.4,897750.44,1007615.9,1092173.8,1451153.5,1826348.1,971522.3,1110510.0,1192136.4,747661.9,284791.4,0.0,
623,415.2114658166026,6.593625,height,,,,,,,,,,,1904496.8,1117442.9,4672785.0,4558419.5,2510718.0,2473264.8,1942431.1,4325392.0,3471544.5,2043502.0,2413108.2,628401.44,2903713.8,2529790.8,2872829.5,3017059.5,3433772.2,4055843.0,2521479.5,2747835.2,2983076.2,2026686.1,782203.5,0.0,
624,336.25072207313895,6.6066155,height,,,,,,,,,,,139170.7,0.0,0.0,185483.0,236405.84,170036.23,0.0,166586.61,0.0,0.0,306316.88,0.0,0.0,0.0,0.0,0.0,175638.56,221211.31,0.0,284529.94,0.0,146395.11,0.0,0.0,
625,205.15873206860525,6.6115537,height,,,,,,,,,,,395238.1,356336.8,379401.9,380882.25,360433.03,380863.44,381728.84,350893.56,344656.78,338864.0,356009.56,358099.06,382295.47,384410.72,384710.88,365658.9,365802.8,356392.66,334795.5,364111.62,366581.12,364905.0,328683.53,370450.84,
626,278.2478886408863,6.704781,height,,,,,,,,,,,758461.0,514974.03,914206.94,698448.3,345318.03,438002.47,440863.28,568805.56,574289.75,601518.94,552624.8,559214.2,699817.8,573723.1,619494.3,143837.03,188459.19,225432.58,497546.5,406913.66,797968.9,347300.06,177532.14,0.0,
627,290.20897906812536,6.638153,height,,,,,,,,,,,259594.2,0.0,0.0,340774.78,337677.5,313412.25,126534.31,321387.47,0.0,0.0,496487.5,0.0,232687.64,192441.72,220738.77,0.0,312975.6,388798.3,213361.4,466411.44,0.0,272365.1,0.0,0.0,
628,268.2271027636438,6.6388483,height,,,,,,,,,,,406427.22,112041.086,207507.48,487496.47,499983.62,422322.94,173382.83,438285.78,0.0,147890.17,731580.1,0.0,366854.8,304088.4,341747.53,359659.94,455239.3,536251.56,318433.5,693491.94,165573.83,382715.6,0.0,0.0,
629,282.16998718269264,6.6588383,height,,,,,,,,,,,381689.25,437132.94,352709.97,352127.66,431226.7,404769.06,424558.38,363219.5,342380.62,421158.1,396048.16,372757.5,436213.28,404752.44,418092.62,428517.47,372308.75,340299.7,405041.28,343609.16,386034.88,434275.06,414173.97,452970.4,
630,288.25326552199243,6.6647534,height,,,,,,,,,,,582525.44,579093.56,558858.7,544973.4,551931.94,552445.2,573404.44,515940.72,579783.6,573023.2,598236.4,584825.06,560508.06,543019.75,601318.56,600388.6,590397.6,548654.44,608395.8,587730.8,577403.7,641184.0,542818.1,598807.7,
631,337.1044726943056,6.6774993,height,,,,,,,,,,,194735.53,220647.25,202285.77,248475.05,218282.84,197337.77,211929.75,210711.36,220697.23,246798.78,214549.42,233173.69,218220.6,209427.44,218780.39,214298.02,217781.98,198576.83,218000.58,215944.19,194076.95,200157.86,256984.73,283186.66,
632,205.15874870330245,6.6712785,height,,,,,,,,,,,205026.75,209504.75,194672.05,220655.75,219234.86,202648.12,202919.36,205644.0,206386.9,222915.69,195984.83,362671.25,203569.89,214677.38,396745.75,205723.12,205544.72,195076.98,205019.0,209747.52,201613.16,366863.12,338511.78,215478.48,
633,278.2478879287041,6.723265,height,,,,,,,,,,,737896.94,505528.56,850445.1,637143.8,312506.25,458156.78,399480.4,601695.7,532505.94,574474.06,457575.97,525887.0,673071.5,591314.94,589775.44,632533.6,804243.8,1063430.4,491166.56,1568800.8,709520.6,339547.0,668879.0,0.0,
634,318.2402355273888,6.724229,height,,,,,,,,,,,333177.94,214181.34,365869.28,288385.53,0.0,176933.0,182992.77,225060.38,226150.97,230986.92,0.0,214717.3,222687.39,221866.25,225897.5,247884.69,397009.8,463312.84,207447.2,685391.9,320675.22,0.0,236997.25,0.0,
635,310.2374836872104,6.72865,height,,,,,,,,,,,426371.1,113411.805,204146.89,711964.1,1180999.2,587756.7,264523.94,677517.2,144630.42,197279.75,2143920.2,0.0,630403.44,586974.0,597695.4,612180.75,735958.3,937116.06,401224.97,806160.2,201029.62,664598.0,0.0,0.0,
636,332.219453318548,6.729878,height,,,,,,,,,,,185003.9,0.0,0.0,303114.12,511730.72,268957.38,0.0,327112.38,0.0,0.0,924573.8,0.0,264032.9,222623.77,258456.48,274399.88,311493.8,429333.56,198470.36,364499.47,0.0,289229.44,0.0,0.0,
637,355.29558519334574,6.7269764,height,,,,,,,,,,,0.0,0.0,0.0,158083.48,273804.5,120813.29,0.0,147536.22,0.0,0.0,454018.97,0.0,0.0,0.0,0.0,0.0,158842.22,249739.64,0.0,168892.69,0.0,145339.48,0.0,0.0,
638,432.2381699574899,6.768505,height,,,,,,,,,,,0.0,0.0,406769.38,296765.75,189591.56,214808.28,0.0,256342.61,245181.47,134466.69,193038.0,0.0,259416.02,223037.44,205029.86,211406.3,227471.08,247940.86,137986.14,144333.22,153396.22,0.0,0.0,0.0,
639,453.1674351966384,6.769598,height,,,,,,,,,,,0.0,0.0,329580.75,250816.5,151159.02,158002.89,0.0,213764.08,237198.14,0.0,0.0,0.0,170808.8,132347.61,136437.19,147726.7,181418.56,218176.03,0.0,0.0,137787.4,0.0,0.0,0.0,
640,460.26943951421634,6.7681794,height,,,,,,,,,,,797800.56,522094.75,1991059.9,1583148.8,966787.7,1025994.94,637165.25,1398013.9,1316091.8,665305.1,789715.56,265776.97,1074649.6,945251.5,917610.9,1012297.06,1161106.2,1438189.5,696583.0,840781.75,895141.4,526262.9,259494.48,0.0,
641,316.3208789218146,6.763233,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,124542.24,0.0,0.0,0.0,172430.89,0.0,179774.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519074.2,
642,437.1935332740327,6.7681794,height,,,,,,,,,,,439130.38,271502.4,1158772.2,894738.1,550828.1,576140.75,371132.75,798157.44,745976.25,383156.06,491407.6,127668.836,641376.56,527956.75,532099.4,580898.5,677026.06,798028.3,376351.47,454319.12,513636.38,295815.38,169723.81,0.0,
643,415.2114918006226,6.769128,height,,,,,,,,,,,601220.8,393626.34,1572408.2,1282153.1,795104.56,820047.44,559366.7,1104647.5,1033009.25,548758.3,712796.9,174673.05,976897.4,879647.7,848857.1,924627.3,946023.3,1113370.1,578268.8,645870.94,729270.56,453175.44,241660.72,0.0,
644,292.2263108961337,6.7442446,height,,,,,,,,,,,0.0,0.0,0.0,0.0,188214.83,0.0,0.0,124145.1,0.0,0.0,326739.38,0.0,0.0,0.0,0.0,0.0,0.0,211733.39,0.0,186322.27,0.0,0.0,0.0,0.0,
645,336.2507555384961,6.7969456,height,,,,,,,,,,,280642.75,0.0,187677.3,281757.75,220150.22,205338.84,0.0,245969.16,144052.17,0.0,326711.3,0.0,174170.92,173328.75,180656.69,186890.1,283801.84,388059.66,192936.45,494141.97,0.0,192500.58,216790.89,0.0,
646,233.1899974593377,6.798597,height,,,,,,,,,,,230689.17,233111.8,242333.83,265826.62,260297.34,237200.67,212654.77,245441.05,239640.64,219535.67,246465.62,229027.73,213147.64,231225.16,246154.47,229690.83,258027.06,270012.75,251739.33,218256.0,237426.4,257035.53,253951.69,238292.97,
647,314.26882700293174,6.80389,height,,,,,,,,,,,493354.53,174842.83,328880.38,484776.62,340215.78,328647.3,179658.44,374317.34,252879.55,188236.55,545874.4,181882.36,341705.03,318709.38,360210.88,333233.2,496596.44,634698.3,308514.38,841644.7,332554.56,303897.97,464853.78,0.0,
648,278.24789818195745,6.788806,height,,,,,,,,,,,329856.44,280760.06,489165.9,300223.22,345318.03,438002.47,440863.28,568805.56,297473.44,280673.94,196946.92,271986.97,317285.7,300176.16,296094.25,652223.06,378530.44,480581.1,230718.56,816690.3,399400.78,347300.06,373863.5,0.0,
649,296.25836691052103,6.8292675,height,,,,,,,,,,,319071.66,175936.97,349071.22,298826.94,240058.5,232367.98,0.0,249678.45,190459.06,164220.45,202535.36,179164.86,239452.5,210290.52,249335.12,255053.27,342542.25,421821.22,216956.25,557678.9,274979.38,214323.23,328301.6,0.0,
